Template_ID,Customer_ID,Route_Name,Start_Point,End_Point,Route_Type,Pickup_Time,Departure_Time,Capacity,Price_Excl_VAT
164,52,КЛЕВЕР,"Дачный проспект, 19к1","Таллинское ш., д. 206",Прямой,07:30:00,07:40:00,19.0,3524.59
165,27,Равиолло,Ст.м. Проспект Ветеранов,"Петергофское ш., 73к2",Прямой,07:35:00,07:40:00,20.0,2850.0
166,53,"Ресторан ""В чаще""","Мурино, пр. Авиаторов Балтики, 5","Людмилы Кедриной, 23 (Охта парк)",Прямой,07:30:00,07:40:00,20.0,3333.33
167,53,"Ресторан ""В чаще""",Ст.м.Девяткино (через Бугры),"Людмилы Кедриной, 23 (Охта парк)",Прямой,07:30:00,07:40:00,20.0,3250.0
168,54,"Ресторан ""В чаще"" (Парнас)",Ст.м. Парнас (через Бугры),"Людмилы Кедриной, 23 (Охта парк)",Прямой,07:30:00,07:40:00,20.0,3300.0
169,9,OZON Шушары,Ст.м. Шушары,"Московское ш., 145с10",Прямой,07:30:00,07:40:00,20.0,3000.0
170,55,Би Си Си,Ст.м. Проспект Просвещения,"АК ""Левашово""",Прямой,07:35:00,07:45:00,19.0,4000.0
171,56,ЕвроТек,Пр. Маршала Жукова/ пр. Ветеранов,"Терволово, Ленинградская ул., 15Э",Прямой,07:35:00,07:45:00,25.0,5000.0
172,57,ООО АБ Инжиниринг,Ст.м. Проспект Просвещения,"АК ""Левашово""",Прямой,07:35:00,07:45:00,19.0,4000.0
173,40,Петрович (ст.м.Парнас),Ст.м. Парнас,"ЦО (6-й Верхний переулок, 12В)",Прямой,07:45:00,07:45:00,50.0,2000.0
174,27,Равиолло,Ст.м. Проспект Ветеранов,"Петергофское ш., 73к2",Прямой,07:35:00,07:45:00,20.0,2850.0
175,17,СК-Сервис,"Петергофское ш., д. 71",Ст.м.Ветеранов,1/2 круга,07:30:00,07:45:00,30.0,2200.82
176,58,Стоун Айленд,Ст.м. Проспект Просвещения,"Токсово, Зубровник (напротив)",Прямой,07:40:00,07:45:00,19.0,5491.8
177,59,ТИС,Ст.м. Проспект Ветеранов,"Новоселье, ул. Петропавловская дом 13",Прямой,07:30:00,07:45:00,20.0,4508.2
178,1,БТК ОП Порошкино (ст.м. Девяткино),Ст.м. Девяткино,"Всеволожский район, трасса Юкки - Кузьмолово, 7-й километр, 19",Прямой,07:40:00,07:50:00,19.0,5000.0
179,60,МГ,Дачный 19к1,"Волхонское ш., 6 - Волхонское ш., 4",Прямой,07:50:00,07:50:00,20.0,3000.0
180,60,МГ,Дачный 19к1,"Волхонское ш., 6",Прямой,07:50:00,07:50:00,20.0,
181,27,Равиолло,Ст.м. Ленинский пр.,"Петергофское ш., 73к2",Прямой,07:40:00,07:50:00,20.0,3325.0
182,54,"Ресторан ""В чаще""","Бугры, Шоссейная ул., 5","Людмилы Кедриной, 23 (Охта парк)",Прямой,07:50:00,07:55:00,20.0,3250.0
183,15,Ай Би Фэсилити (В.О.),ул. Наличная 40к1(карман),"В.О., бульв. Головнина, д. 11 (по ЗСД)",Прямой,07:50:00,08:00:00,20.0,5303.28
184,15,Ай Би Фэсилити (В.О.),ул. Наличная 40к1(карман),"В.О., бульв. Головнина, д. 11 (по ЗСД)",Прямой,07:50:00,08:00:00,30.0,7083.333333333333
185,61,АртСтройДок,Ст.м. Беговая,Кронштадт ул. Макаровская 2Л,Прямой,07:50:00,08:00:00,19.0,7000.0
186,42,Аюна,"Комендантский проспект, 65","Шафировский пр., 17П",Прямой,07:50:00,08:00:00,19.0,4000.0
187,42,Аюна,"Комендантский проспект, 65","Шафировский пр., 17П",Прямой,07:50:00,08:00:00,35.0,7000.0
188,1,БТК (ОП Порошкино),Ст.м. Парнас,"Трасса Юкки - Кузьмолово, 7-й километр, 2",Прямой,07:50:00,08:00:00,50.0,7000.0
189,1,БТК ОП Порошкино (ст.м. Парнас),Ст.м. Парнас,"Всеволожский район, трасса Юкки - Кузьмолово, 7-й километр, 19",Прямой,07:50:00,08:00:00,19.0,4500.0
190,62,Касимово (школа) дети,Пр.Культуры/ пр.Луначарского,"д.Касимово, Новая ул., 12",Прямой,07:50:00,08:00:00,20.0,5000.0
191,63,ЛСС,Ст.м. Озерки,Аэродром Левашово,Прямой,07:50:00,08:00:00,9.0,5000.0
192,64,ООО ЧОО РН БЕЗОПАСНОСТЬ (Волхонское),"Колпино, Финляндская ул., 17к3","Волхонское ш., 108с4 - Колпино, Финляндская ул., 17к3",Прямой,07:30:00,08:00:00,2.0,
193,64,ООО ЧОО РН БЕЗОПАСНОСТЬ (Колпино),"Колпино, Финляндская ул., 17к3","Колпинское ш., 135к2с1 - Колпино, Финляндская ул., 17к3",Прямой,07:30:00,08:00:00,2.0,
194,28,Резерв (Бронка),"Ломоносов, ж/д-ст. Бронка","пр. Александровской Фермы, 29Б",1/2 круга,07:50:00,08:00:00,19.0,3541.67
195,65,Текманн,Ст.м. Черная речка,"ул. 3-я Конная Лахта, 38",Прямой,07:50:00,08:00:00,18.0,4016.39
196,66,АО ЮЗ ТЭЦ,"Авиационная ул., 9","ул. Доблести, 1",Прямой,08:00:00,08:10:00,30.0,
197,51,Деловые Линии,"1-й Верхний пер., д.12 Б",ст.м. Парнас,1/2 круга,08:00:00,08:10:00,50.0,2500.0
198,62,Касимово (школа),Пр.Культуры/ пр.Луначарского,"д.Касимово, Новая ул., 12",Прямой,08:00:00,08:10:00,19.0,3000.0
199,27,Равиолло,"Петергофское ш., 73к2",Ст.м. Ленинский пр.,1/2 круга,08:10:00,08:10:00,20.0,3990.0
200,27,Равиолло,"Петергофское ш., 73к2",Ст.м. Ленинский пр.,1/2 круга,08:10:00,08:10:00,28.0,3990.0
201,34,Сатурн (Ст.м. Гражданский Проспект),Ст.м. Гражданский Проспект,"Индустриальный, 71",Прямой,08:10:00,08:10:00,30.0,
202,31,Тим-Профи,"Витебский пр., 109","Московское ш., 115с4",Прямой,08:00:00,08:10:00,19.0,2291.666666666667
203,31,Тим-Профи,"Витебский пр., 109","Московское ш., 115с4",Прямой,08:00:00,08:10:00,50.0,3750.0
204,31,Тим-Профи,Витебский пр./ Шушарская дорога,"Тамбовская ул., 80",Прямой,08:00:00,08:10:00,50.0,4500.0
205,67,VALTEC,"Невский пр., 175","ул. Профессора Качалова, 11к3",Прямой,08:00:00,08:10:00,20.0,3000.0
206,67,Valtec,"Невский пр., 175","ул. Профессора Качалова, 11к3",Прямой,08:00:00,08:10:00,35.0,4500.0
207,21,Кадры 24,"Московский пр., 161к13",Купчино - Яковлевский переулок 2,1/2 круга,08:05:00,08:15:00,19.0,2500.0
208,3,ЛеманаПро (Гатчина),"Московское ш., 177А","Гатчина, улица Чехова, 14Ас3",1/2 круга,08:05:00,08:15:00,20.0,3350.0
209,3,ЛеманаПро (Колпино),"Московское ш., 177А","Колпино, ул. Труда, 22/15",1/2 круга,08:05:00,08:15:00,20.0,2400.0
210,3,ЛеманаПро (ст.м. Проспект Ветеранов),"Московское ш., 177А",Ст.м. Проспект Ветеранов,1/2 круга,08:05:00,08:15:00,40.0,3800.0
211,32,Формация (Ст.м. Беговая),"Горское шоссе, д. 169",Ст.м. Беговая (через ЗСД),Прямой,08:05:00,08:15:00,40.0,
212,32,Формация (Ст.м. Беговая),"Горское шоссе, д. 169",Ст.м. Беговая (через ЗСД),1/2 круга,08:05:00,08:15:00,40.0,
213,32,Формация (Ст.м. Девяткино),"Горское шоссе, д. 169",Ст.м. Девяткино,1/2 круга,08:05:00,08:15:00,19.0,2750.0
214,32,Формация (Ст.м. Девяткино),"Горское шоссе, д. 169",Ст.м. Девяткино,1/2 круга,08:05:00,08:15:00,50.0,
215,32,Формация (Ст.м. Проспект Просвещения),"Горское шоссе, д. 169",Ст.м. Проспект Просвещения,Прямой,08:05:00,08:15:00,40.0,
216,32,Формация (Ст.м. Проспект Просвещения),"Горское шоссе, д. 169",Ст.м. Проспект Просвещения,1/2 круга,08:05:00,08:15:00,40.0,
217,68,OZON Понссе,Дачный 19к1,"Понссе, 20",1/2 круга,08:10:00,08:15:00,30.0,3000.0
218,69,OZON Понссе (ст.м. Ветеранов),Дачный 19к1,"Понссе, 20",1/2 круга,08:10:00,08:15:00,19.0,2500.0
219,70,OZON Раум Бугры (Ст.м. Девяткино),Ст.м. Девяткино,"КАД, 23-й километр, внутреннее кольцо, 2",1/2 круга,08:05:00,08:15:00,19.0,2950.0
220,71,АПГ,"Авиационная ул, напротив дома 7, остановка","Гатчина, проезд Энергетиков, 15",Прямой,08:20:00,08:20:00,10.0,5491.8
221,71,АПГ,"Авиационная ул, напротив дома 7, остановка","Гатчина, Индустриальная, 16Б",Прямой,08:20:00,08:20:00,10.0,2916.666666666667
222,51,БИЗНЕС BOX,Ст.м. Беговая,"Лахтинский пр., 85к1",Прямой,08:10:00,08:20:00,20.0,1600.0
223,20,Дикси-ЮГ (РЦ Шушары),"Московское ш., 70к4В","Колпино, ж/д вокзал",1/2 круга,08:10:00,08:20:00,47.0,3900.0
224,5,Коломенский,"Пушкин, Тиньков переулок, 7Д","ул. Салова, 29",1/2 круга,08:10:00,08:20:00,15.0,3000.0
225,40,Петрович (ст.м.Гражданский проспект),Ст.м.Гражданский пр.,"ЦО (6-й Верхний переулок, 12В)",Прямой,08:10:00,08:20:00,20.0,1800.0
226,34,Сатурн (Ст.м. Ладожская),Ст.м. Ладожская,"Индустриальный, 71",Прямой,08:20:00,08:20:00,20.0,
227,24,Сберлогистика,"Витебский пр., 99 (ст.м. Купчино)","Московское ш., 26 и через откатные ворота к Москоскому ш.52",1/2 круга,08:10:00,08:20:00,19.0,1416.6666666666667
228,7,Хлебный дом (Маршала Тухачевского),"Ул. Ольги Форш, 10","ул. Маршала Тухачевского, 24",1/2 круга,08:10:00,08:20:00,19.0,2500.0
229,72,Хонор,"Софийская, 118 к.4 стр.3","Московское ш., 117с1",Прямой,08:10:00,08:20:00,20.0,3333.33
230,22,OZON ЛЦ Горское (Кудрово),"Парголово, Горское ш., 6с16","Кудрово, Новая ул.",1/2 круга,08:10:00,08:20:00,19.0,2500.0
231,73,OZON РЦ Бугры (Ст.м. Девяткино),Ст.м. Девяткино,"Бугры, Шоссейная ул., 58к1",Прямой,08:10:00,08:20:00,20.0,3325.0
232,73,OZON РЦ Бугры (Ст.м. Просвещения),Ст.м. Проспект Просвещения,"Бугры, Шоссейная ул., 58к1",Прямой,08:10:00,08:20:00,20.0,3325.0
233,51,Деловые Линии,ст.м. Парнас,"1-й Верхний пер., д.12 Б",Прямой,08:20:00,08:25:00,50.0,2500.0
234,5,Коломенский (Гатчина),"Пушкин, Тиньков переулок, 7Д","Гатчина, Красноармейский пр., 50",1/2 круга,08:15:00,08:25:00,15.0,3500.0
235,5,Коломенский (ЖК Солнечный город),"Пушкин, Тиньков переулок, 7Д","Пр. Ветеранов, 183",1/2 круга,08:15:00,08:25:00,15.0,3500.0
236,5,Коломенский (Колпино),"Пушкин, Тиньков переулок, 7Д","Колпино, Привокзальная площадь",1/2 круга,08:15:00,08:25:00,15.0,2500.0
237,5,Коломенский (Коммунар),"Пушкин, Тиньков переулок, 7Д","Коммунар, Ленинградское ш., 7А",1/2 круга,08:15:00,08:25:00,9.0,3500.0
238,5,Коломенский (Красное Село),"Пушкин, Тиньков переулок, 7Д",Автобусная станция Красное Село,1/2 круга,08:15:00,08:25:00,19.0,3000.0
239,5,Коломенский (Ст.м. Московская),"Пушкин, Тиньков переулок, 7Д","Ст.м. Московская, Демонстрационный проезд",1/2 круга,08:15:00,08:25:00,50.0,4000.0
240,11,"OZON Большевиков (Штат Софийская, 118)","Софийская, 118 к.4 стр.1",Ст.м. Проспект Большевиков,1/2 круга,08:15:00,08:25:00,50.0,3750.0
241,11,"OZON Гатчина (Штат Софийская, 118)","Софийская, 118 к.4 стр.1","Гатчина, Варшавский вокзал",1/2 круга,08:15:00,08:25:00,20.0,3100.0
242,11,"OZON Гатчина (Штат Софийская, 118)","Софийская, 118 к.4 стр.1","Гатчина, Варшавский вокзал",1/2 круга,08:15:00,08:25:00,35.0,5250.0
243,11,"OZON Красноармейская (Штат Софийская, 118)","Софийская, 118 к.4 стр.1","2-я Красноармейская ул., 1",1/2 круга,08:15:00,08:25:00,20.0,3000.0
244,11,"OZON Рыбацкое (Штат Софийская, 118)","Софийская, 118 к.4 стр.1","Ст.м. Рыбацкое, 3-й Рыбацкий проезд",1/2 круга,08:15:00,08:25:00,20.0,1500.0
245,7,Муринская - Хлебный дом - Коломенское,"Тиньков переулок, 7Д","Смоленская улица, 18А",1/2 круга,08:20:00,08:30:00,19.0,4400.0
246,74,НПО Промет,"Ст.м.Купчино (Витебский пр., 101)","Московское ш., 139",Прямой,08:30:00,08:30:00,20.0,4016.39
247,8,ПИТ-ПРОДУКТ (Красное Село),"ул. Понссе, 3","Красное Село, Красногородская ул./ Гатчинское ш.",1/2 круга,08:20:00,08:30:00,50.0,3000.0
248,8,ПИТ-ПРОДУКТ (ст.м. Московская),"ул. Понссе, 3",Ст.м. Московская,1/2 круга,08:20:00,08:30:00,50.0,3300.0
249,45,Сбербанк,Ст.м. Пл.Ленина,"ул.Львовская, 27",Прямой,08:20:00,08:30:00,40.0,2450.0
250,7,"Хлебный дом (""Огни залива"")","Смоленская улица, 18А","Ленинский пр., 43",1/2 круга,08:25:00,08:30:00,30.0,4000.0
251,7,"Хлебный дом (""Огни залива"")","Смоленская улица, 6 (остановка)","Ленинский пр., 43",1/2 круга,08:25:00,08:30:00,15.0,2500.0
252,7,"Хлебный дом (""Огни залива"")","Смоленская улица, 6 (остановка)","Ленинский пр., 43",1/2 круга,08:25:00,08:30:00,19.0,2500.0
253,7,Хлебный дом (ст.м. Ладожская),"Смоленская улица, 6 (остановка)","Заневский пр., 32",1/2 круга,08:25:00,08:30:00,15.0,2500.0
254,7,Хлебный дом (ст.м. Ладожская),"Смоленская улица, 6 (остановка)","Заневский пр., 42",1/2 круга,08:25:00,08:30:00,15.0,2500.0
255,9,OZON Большевиков,"Большевиков, д.1","Ст.м.Дыбенко - Московское ш., 145с10",1/2 круга,08:20:00,08:30:00,50.0,3900.0
256,9,OZON Большевиков,"Московское ш., 145с10","Ст.м.Дыбенко - Большевиков, д.1",1/2 круга,08:15:00,08:30:00,19.0,3000.0
257,9,OZON Большевиков,"Московское ш., 145с10","Ст.м.Дыбенко - Большевиков, д.1",1/2 круга,08:15:00,08:30:00,50.0,3900.0
258,18,OZON Большевиков (ФФ),"Московское ш., 141/143","Ст.м.Дыбенко - Большевиков, д.1",1/2 круга,08:15:00,08:30:00,35.0,3750.0
259,18,OZON Большевиков (ФФ),"Московское ш., 141/143","Ст.м.Дыбенко - Большевиков, д.1",1/2 круга,08:15:00,08:30:00,55.0,3750.0
260,10,OZON Бугры (Всеволожск),"Бугры, Шоссейная ул., 50к1","Всеволожск, Колтушское шоссе, 39Б",1/2 круга,08:15:00,08:30:00,30.0,4250.0
261,10,OZON Бугры (ст.м. Беговая),"Бугры, Шоссейная ул., 50к1",Ст.м. Беговая,1/2 круга,08:15:00,08:30:00,19.0,2500.0
262,10,OZON Бугры (ст.м. Беговая),"Бугры, Шоссейная ул., 50к1",Ст.м. Беговая,1/2 круга,08:15:00,08:30:00,35.0,3500.0
263,10,OZON Бугры (ст.м. Девяткино),"Бугры, Шоссейная ул., 50к1",Ст.м. Девяткино,1/2 круга,08:20:00,08:30:00,55.0,3500.0
264,10,OZON Бугры (ст.м. Девяткино),"Бугры, Шоссейная ул., 50к1",Ст.м. Девяткино,1/2 круга,08:20:00,08:30:00,55.0,4000.0
265,10,OZON Бугры (ст.м. Дыбенко),"Бугры, Шоссейная ул., 50к1",Ст.м. Дыбенко,1/2 круга,08:15:00,08:30:00,19.0,2650.0
266,10,OZON Бугры (ст.м. Дыбенко),"Бугры, Шоссейная ул., 50к1",Ст.м. Дыбенко,1/2 круга,08:15:00,08:30:00,19.0,4000.0
267,10,OZON Бугры (ст.м. Дыбенко),"Бугры, Шоссейная ул., 50к1",Ст.м. Дыбенко,1/2 круга,08:15:00,08:30:00,55.0,4000.0
268,10,OZON Бугры (Цветной город),"Бугры, Шоссейная ул., 50к1","Васнецовский проспект, 28",1/2 круга,08:15:00,08:30:00,30.0,3500.0
269,9,OZON Ветеранов,"Московское ш., 145с10",Ст.м. Проспект Ветеранов,1/2 круга,08:15:00,08:30:00,20.0,4200.0
270,9,OZON Гатчина,"Московское ш., 145с10","Гатчина, Варшавский вокзал",Прямой,08:15:00,08:30:00,20.0,4000.0
271,18,OZON Дыбенко (ФФ),"Московское ш., 141/143",Ст.м.Дыбенко,1/2 круга,08:15:00,08:30:00,55.0,3750.0
272,18,OZON Дыбенко (ФФ),"Московское ш., 143","ст.м.Дыбенко - Большевиков, д.1",1/2 круга,08:15:00,08:30:00,19.0,3500.0
273,36,OZON КГТ Волхонское (Ст.м. Ветеранов),"Волхонское шоссе, 108с5","бульвар Новаторов, 83А",1/2 круга,08:20:00,08:30:00,19.0,2500.0
274,36,OZON КГТ Волхонское (Ст.м. Ветеранов),"Волхонское шоссе, 108с5","бульвар Новаторов, 83А",1/2 круга,08:20:00,08:30:00,55.0,4000.0
275,10,OZON Комендантский,"Бугры, Шоссейная ул., 50к1",Ст.м. Комендантский пр.,1/2 круга,08:20:00,08:30:00,19.0,
276,10,OZON Комендантский,"Бугры, Шоссейная ул., 50к1",Ст.м. Комендантский пр.,1/2 круга,08:20:00,08:30:00,50.0,3500.0
277,14,OZON Комьюнити Заневский,"Софийская, 118 к4 стр.1","Заневский пр., 32к2",1/2 круга,08:10:00,08:30:00,50.0,4000.0
278,14,OZON Комьюнити Минеральная,"Софийская, 118 к4 стр.1","ул. Минеральная, 29",1/2 круга,08:10:00,08:30:00,50.0,7500.0
279,9,OZON Купчино,"Московское ш., 145с10",Ст.м. Купчино,1/2 круга,08:15:00,08:30:00,50.0,3500.0
280,9,OZON Купчино,"Московское ш., 145с10",Ст.м. Купчино,1/2 круга,08:15:00,08:30:00,50.0,5000.0
281,19,OZON ЛЦ Волхонское (Красное село),"Волхонское шоссе, 108","Красное село, проспект Ленина, 77А",1/2 круга,08:20:00,08:30:00,50.0,4500.0
282,19,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Волхонское шоссе, 108","Бульвар Новаторов, 98В",1/2 круга,08:15:00,08:30:00,19.0,2250.0
283,19,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Волхонское шоссе, 108","Бульвар Новаторов, 98В",1/2 круга,08:15:00,08:30:00,30.0,4500.0
284,19,OZON ЛЦ Волхонское (ст.м. Купчино),"Волхонское шоссе, 108",Ст.м. Купчино,1/2 круга,08:20:00,08:30:00,30.0,3500.0
285,19,OZON ЛЦ Волхонское (Стрельна),"Волхонское шоссе, 108с2","Стрельна, Фронтовая улица, 10Б",1/2 круга,08:20:00,08:30:00,30.0,4500.0
286,19,OZON ЛЦ Волхонское (Стрельна),"Волхонское шоссе, 108с2",Ветеранов 183 ,1/2 круга,08:20:00,08:30:00,50.0,4500.0
287,75,OZON ЛЦ Шушары (Ст.м. Ладожская),Ст.м. Ладожская,"Московское ш., 145с10",1/2 круга,08:15:00,08:30:00,55.0,4000.0
288,10,OZON Парнас,"Бугры, Шоссейная ул., 50к1",Ст.м. Парнас,1/2 круга,08:20:00,08:30:00,19.0,
289,10,OZON Парнас,"Бугры, Шоссейная ул., 50к1",Ст.м. Парнас,1/2 круга,08:20:00,08:30:00,30.0,3000.0
290,10,OZON Парнас,"Бугры, Шоссейная ул., 50к1",Ст.м. Парнас,1/2 круга,08:20:00,08:30:00,50.0,3500.0
291,10,OZON Просвещения,"Бугры, Шоссейная ул., 50к1",Ст.м. Проспект Просвещения,1/2 круга,08:15:00,08:30:00,19.0,
292,10,OZON Просвещения,"Бугры, Шоссейная ул., 50к1",Ст.м. Проспект Просвещения,1/2 круга,08:15:00,08:30:00,30.0,3500.0
293,10,OZON Просвещения,"Бугры, Шоссейная ул., 50к1",Ст.м. Проспект Просвещения,1/2 круга,08:15:00,08:30:00,50.0,3500.0
294,10,OZON Просвещения,"Бугры, Шоссейная ул., 50к1",Ст.м. Проспект Просвещения,1/2 круга,08:15:00,08:30:00,55.0,3500.0
295,12,OZON ПСЦ Колпино (Кировск),"Колпинское ш., 135с2","г. Кировск, Театральная площадь",1/2 круга,08:15:00,08:30:00,20.0,5000.0
296,12,OZON ПСЦ Колпино (Кудрово),"Колпинское ш., 135с2","Кудрово, Пражская ул., 9",1/2 круга,08:20:00,08:30:00,19.0,3200.0
297,12,OZON ПСЦ Колпино (м. Большевиков),"Колпинское ш., 135с2","Пр. Большевиков, д.2",1/2 круга,08:20:00,08:30:00,55.0,3995.0
298,12,OZON ПСЦ Колпино (м. Ветеранов),"Колпинское ш., 135с2","Дачный пр., 18",1/2 круга,08:15:00,08:30:00,19.0,3000.0
299,12,OZON ПСЦ Колпино (м. Ветеранов),"Колпинское ш., 135с2","Дачный пр., 18",1/2 круга,08:15:00,08:30:00,20.0,3000.0
300,12,OZON ПСЦ Колпино (м. Ветеранов),"Колпинское ш., 135с2","Дачный пр., 18",1/2 круга,08:15:00,08:30:00,55.0,4500.0
301,12,OZON ПСЦ Колпино (м. Ладожская),"Колпинское ш., 135с2",Ст.м. Ладожская,1/2 круга,08:15:00,08:30:00,20.0,3150.0
302,40,Петрович (ст.м.Парнас),Ст.м. Парнас,"ЦО (6-й Верхний переулок, 12В)",Прямой,08:35:00,08:35:00,50.0,2000.0
303,76,Таможня,"Московский пр., 193В","Петербургское ш., 62к4 (ПБС)",Прямой,08:35:00,08:35:00,20.0,3310.0
304,77,Таможня,"Московский пр., 193В","Петербургское ш., 62к4 (ПБС)",Прямой,08:35:00,08:35:00,20.0,2880.0
305,51,БИЗНЕС BOX,Ст.м. Беговая,"Лахтинский пр., 85к1",Прямой,08:30:00,08:40:00,20.0,1600.0
306,49,ФГУП ФЭО,"Колпино, полигон Красный Бор","Колпино, ж/д станция",1/2 круга,08:30:00,08:40:00,50.0,4770.0
307,10,OZON Бугры (Заневский),"Бугры, Шоссейная ул., 50к1","Заневский пр.,32к2",1/2 круга,08:30:00,08:40:00,19.0,4000.0
308,67,Valtec,"Невский пр., 175","ул. Профессора Качалова, 11к3",Прямой,08:30:00,08:40:00,35.0,4500.0
309,15,Ай Би Фэсилити,Ст.м.Беговая,"Лахтинский просп., 83, корп. 2 - Лахта",Прямой,08:20:00,08:45:00,20.0,2600.0
310,15,Ай Би Фэсилити,Ст.м.Беговая,"Лахтинский просп., 83, корп. 2 - Лахта",Прямой,08:20:00,08:45:00,50.0,6631.15
311,78,ООО Т2 Мобайл (Ст.м. Беговая),Ст.м. Беговая,"Приморский пр., 54к1",Прямой,08:30:00,08:45:00,20.0,3100.0
312,78,ООО Т2 Мобайл (Ст.м. Старая Деревня),Ст.м. Старая Деревня,"Приморский пр., 54к1",Прямой,08:30:00,08:45:00,20.0,3100.0
313,79,Лесная Рапсодия,"ул. Савушкина, 13","ЛО, п.Ильичево, Ул. Линтульская аллея, д.8",1/2 круга,08:35:00,08:50:00,19.0,4285.71
314,80,Ресторанная Служба,"СПб, Савушкина 9","ЛО, п. Ильичево, ул. Линтульская аллея, д. 1",1/2 круга,08:35:00,08:50:00,19.0,6000.0
315,32,Формация (Ст.м. Проспект Просвещения),Ст.м. Проспект Просвещения,"Горское шоссе, д. 169",Прямой,08:40:00,08:50:00,40.0,
316,9,OZON Купчино,Ст.м. Купчино,"Московское ш., 145с10",1/2 круга,08:40:00,08:50:00,50.0,3500.0
317,32,Формация (Ст.м. Беговая),Ст.м. Беговая,"Горское шоссе, д. 169 (через ЗСД)",Прямой,08:45:00,08:55:00,40.0,3166.6666666666665
318,32,Формация (Ст.м. Старая Деревня),Ст.м. Старая Деревня,"Горское шоссе, д. 169 (через ЗСД)",Прямой,08:50:00,09:00:00,19.0,
319,9,OZON Ветеранов,Ст.м. Проспект Ветеранов,"Московское ш., 145с10",1/2 круга,08:50:00,09:00:00,50.0,3500.0
320,19,OZON ЛЦ Волхонское (ст.м. Ветеранов),"Бульвар Новаторов, 98В","Волхонское шоссе, 108",Прямой,08:50:00,09:00:00,30.0,4500.0
321,19,OZON ЛЦ Волхонское (ст.м. Ветеранов),Ст.м. Проспект Ветеранов,"Волхонское шоссе, 108",1/2 круга,08:55:00,09:05:00,19.0,2250.0
322,19,OZON ЛЦ Волхонское (шаттл ст.м. Ветеранов),Ст.м. Проспект Ветеранов,"Волхонское шоссе, 108",1/2 круга,08:55:00,09:05:00,19.0,2250.0
323,62,Касимово (школа),Пр.Культуры/ пр.Луначарского,"д.Касимово, Новая ул., 12",Прямой,09:00:00,09:10:00,19.0,3000.0
324,24,Сберлогистика,"Витебский пр., 99 (ст.м. Купчино)","Московское ш., 26 и через откатные ворота к Москоскому ш.52",1/2 круга,09:00:00,09:15:00,19.0,1416.6666666666667
325,24,Сберлогистика,"Витебский пр., 99 (ст.м. Купчино)","Московское ш., 52",1/2 круга,09:00:00,09:15:00,19.0,1416.6666666666667
326,68,OZON Понссе,"Понссе, 20",Дачный 19к1,1/2 круга,09:05:00,09:15:00,30.0,3000.0
327,69,OZON Понссе (ст.м. Ветеранов),"Понссе, 20",Дачный 19к1,1/2 круга,09:05:00,09:15:00,19.0,2500.0
328,70,OZON Раум Бугры (Ст.м. Девяткино),"КАД, 23-й километр, внутреннее кольцо, 2",Ст.м. Девяткино,1/2 круга,09:05:00,09:15:00,19.0,2950.0
